pilotId,portCode,portName,pilotName,pilotCode,pilotType,pilotClass,certificationLevel,experienceYears,maxVesselGT,maxVesselLOA,nightOperations,adverseWeather,canTrain,licenseIssueDate,licenseExpiryDate,status,languages,certifications,certificationsCount
2160,USNYC,Port of New York/New Jersey,Charles Anderson,USNYC-HP-2014-2160,Harbor,Class II,Class A,6,150000,366,TRUE,TRUE,FALSE,2014-01-07,2030-12-14,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; STS Transfer Operations; Bridge Resource Management (BRM); Crisis Management; Automatic Radar Plotting Aid (ARPA),8
2161,USNYC,Port of New York/New Jersey,William Wilson,USNYC-HP-2017-2161,Harbor,Class II,Class A,7,150000,366,TRUE,TRUE,FALSE,2017-04-03,2025-09-06,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; VLCC/ULCC Handling; Emergency Response; Crisis Management; Bridge Resource Management (BRM),9
2162,USNYC,Port of New York/New Jersey,Charles Jones,USNYC-HP-1993-2162,Harbor,Senior,Unlimited,25,Unlimited,Unlimited,TRUE,TRUE,TRUE,1993-01-03,2029-08-05,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft; Restricted Visibility Operations; Tug and Tow Operations; Electronic Chart Display (ECDIS); Medical First Aid,9
2163,USNYC,Port of New York/New Jersey,Richard Anderson,USNYC-DS-2014-2163,Deep Sea,Senior,Class A,27,150000,366,TRUE,TRUE,TRUE,2014-11-28,2026-01-08,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); STS Transfer Operations; High-Speed Craft; Passenger Vessel; Offshore Support Vessels; Human Factors Training,10
2164,USNYC,Port of New York/New Jersey,William Brown,USNYC-RP-2024-2164,River,Class I,Unlimited,19,Unlimited,Unlimited,TRUE,TRUE,TRUE,2024-12-20,2030-06-24,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; Emergency Response; Offshore Support Vessels; Bulk Carrier (Capesize); Environmental Compliance,10
2165,USNYC,Port of New York/New Jersey,David Anderson,USNYC-DS-2018-2165,Deep Sea,Class II,Class B,12,75000,300,TRUE,FALSE,FALSE,2018-09-23,2028-03-18,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; Emergency Response; Ship Handling Simulator Training; Global Maritime Distress Safety System (GMDSS); Port State Control Procedures,8
2166,USNYC,Port of New York/New Jersey,Michael Johnson,USNYC-HP-1991-2166,Harbor,Class I,Unlimited,17,Unlimited,Unlimited,TRUE,TRUE,TRUE,1991-04-12,2025-10-01,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; Dangerous Goods Vessels; Emergency Response; Ice Navigation; Offshore Support Vessels,11
2167,USNYC,Port of New York/New Jersey,Thomas Miller,USNYC-RP-2021-2167,River,Senior,Unlimited,11,Unlimited,Unlimited,TRUE,TRUE,TRUE,2021-10-25,2029-11-18,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; Night Operations - All Vessels; Offshore Support Vessels; Chemical Tanker Handling; Car Carrier/RoRo,12
2168,USNYC,Port of New York/New Jersey,James Anderson,USNYC-HP-1997-2168,Harbor,Class I,Unlimited,14,Unlimited,Unlimited,TRUE,TRUE,TRUE,1997-02-13,2026-12-26,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Dangerous Goods Vessels; Container Vessel (ULCV); Chemical Tanker Handling; Crisis Management,10
2169,USSAV,Port of Savannah,Michael Wilson,USSAV-RP-2002-2169,River,Class I,Class A,18,150000,366,TRUE,TRUE,TRUE,2002-06-11,2027-02-03,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; Container Vessel (ULCV); Restricted Visibility Operations; Human Factors Training; Bridge Resource Management (BRM),9
2170,USSAV,Port of Savannah,Joseph Williams,USSAV-DS-1997-2170,Deep Sea,Class I,Class A,11,150000,366,TRUE,TRUE,TRUE,1997-03-25,2030-08-03,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Bulk Carrier (Capesize); LNG Carrier Operations; High-Speed Craft; Container Vessel (ULCV),12
2171,USSAV,Port of Savannah,Thomas Smith,USSAV-RP-2009-2171,River,Class I,Class A,7,150000,366,TRUE,TRUE,TRUE,2009-02-04,2027-11-06,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Tug and Tow Operations; Dangerous Goods Vessels; Emergency Response; LPG Carrier Operations,12
2172,USSAV,Port of Savannah,Richard Johnson,USSAV-DS-2021-2172,Deep Sea,Trainee,Provisional,1,10000,150,FALSE,FALSE,FALSE,2021-08-21,2029-11-13,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations,4
2173,USSAV,Port of Savannah,David Davis,USSAV-HP-2010-2173,Harbor,Senior,Class B,11,75000,300,TRUE,FALSE,TRUE,2010-02-17,2027-07-07,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; Tug and Tow Operations; High-Speed Craft; Car Carrier/RoRo; STCW Certificate,10
2174,USSAV,Port of Savannah,Michael Brown,USSAV-DS-2001-2174,Deep Sea,Senior,Class A,21,150000,366,TRUE,TRUE,TRUE,2001-06-04,2026-06-06,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); Offshore Support Vessels; Naval Vessels; Manned Model Training; Environmental Compliance,9
2175,USSAV,Port of Savannah,Charles Jones,USSAV-DS-2007-2175,Deep Sea,Class I,Class A,14,150000,366,TRUE,TRUE,TRUE,2007-07-01,2025-05-14,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; Car Carrier/RoRo; Naval Vessels; Restricted Visibility Operations; VLCC/ULCC Handling,11
2176,USSAV,Port of Savannah,Richard Jones,USSAV-CP-1997-2176,Canal,Class II,Class A,5,150000,366,TRUE,TRUE,FALSE,1997-12-19,2027-08-12,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft; Container Vessel (ULCV),5
2177,USSAV,Port of Savannah,Robert Wilson,USSAV-RP-2007-2177,River,Class I,Class A,16,150000,366,TRUE,TRUE,TRUE,2007-05-20,2029-08-17,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); STS Transfer Operations; Ice Navigation; Tug and Tow Operations; Naval Vessels; Medical First Aid,10
2178,USSAV,Port of Savannah,Richard Wilson,USSAV-HP-1997-2178,Harbor,Class II,Class B,5,75000,300,TRUE,FALSE,FALSE,1997-09-09,2028-11-04,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; Night Operations - All Vessels; Chemical Tanker Handling; LPG Carrier Operations,7
2179,USSAV,Port of Savannah,Richard Johnson,USSAV-CP-2021-2179,Canal,Senior,Master Pilot,32,Unlimited,Unlimited,TRUE,TRUE,TRUE,2021-05-01,2026-10-21,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; VLCC/ULCC Handling; Dangerous Goods Vessels; Ice Navigation; Automatic Radar Plotting Aid (ARPA),10
2180,USSAV,Port of Savannah,Thomas Brown,USSAV-DS-2015-2180,Deep Sea,Trainee,Provisional,2,10000,150,FALSE,FALSE,FALSE,2015-08-24,2027-04-03,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; Restricted Visibility Operations,5
2181,USSAV,Port of Savannah,Thomas Johnson,USSAV-CP-2004-2181,Canal,Class II,Class B,11,75000,300,TRUE,FALSE,FALSE,2004-05-13,2030-03-21,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; High-Speed Craft; Car Carrier/RoRo; Chemical Tanker Handling; Global Maritime Distress Safety System (GMDSS),10
2182,USSAV,Port of Savannah,Joseph Miller,USSAV-RP-2020-2182,River,Junior,Class C,4,40000,250,TRUE,FALSE,FALSE,2020-05-16,2029-09-09,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response,4
2183,USSAV,Port of Savannah,John Davis,USSAV-HP-1991-2183,Harbor,Class II,Class A,10,150000,366,TRUE,TRUE,FALSE,1991-10-20,2030-10-23,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Offshore Support Vessels; Night Operations - All Vessels; Cruise Ship Operations; Global Maritime Distress Safety System (GMDSS),10
2184,USSAV,Port of Savannah,Charles Brown,USSAV-RP-2016-2184,River,Senior,Class A,31,150000,366,TRUE,TRUE,TRUE,2016-10-01,2028-04-02,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; Dangerous Goods Vessels; Cruise Ship Operations; Passenger Vessel; LPG Carrier Operations,11
2185,USSAV,Port of Savannah,Michael Davis,USSAV-CP-2002-2185,Canal,Class II,Class B,7,75000,300,TRUE,FALSE,FALSE,2002-09-14,2027-10-28,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; Bulk Carrier (Capesize); Ship Handling Simulator Training; Automatic Radar Plotting Aid (ARPA); Bridge Resource Management (BRM),8
2186,USSAV,Port of Savannah,Michael Williams,USSAV-RP-2001-2186,River,Senior,Class A,34,150000,366,TRUE,TRUE,TRUE,2001-08-24,2026-10-10,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; STS Transfer Operations; Dangerous Goods Vessels; Human Factors Training; Bridge Resource Management (BRM),9
2187,USSAV,Port of Savannah,James Anderson,USSAV-DS-2000-2187,Deep Sea,Class I,Class A,12,150000,366,TRUE,TRUE,TRUE,2000-07-14,2027-03-08,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; Night Operations - All Vessels; Naval Vessels; Dangerous Goods Vessels; High-Speed Craft,12
2188,USSAV,Port of Savannah,Charles Miller,USSAV-CP-2001-2188,Canal,Class I,Unlimited,17,Unlimited,Unlimited,TRUE,TRUE,TRUE,2001-11-20,2030-04-17,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; Naval Vessels; Cruise Ship Operations; Global Maritime Distress Safety System (GMDSS); STCW Certificate,9
2189,USSAV,Port of Savannah,Thomas Williams,USSAV-DS-1996-2189,Deep Sea,Class III,Class D,3,20000,200,FALSE,FALSE,FALSE,1996-03-12,2030-12-19,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Night Operations - All Vessels; Ice Navigation,6
2190,USSAV,Port of Savannah,James Williams,USSAV-DS-2009-2190,Deep Sea,Class I,Class B,13,75000,300,TRUE,FALSE,TRUE,2009-07-06,2029-12-13,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Cruise Ship Operations; Ice Navigation; Automatic Radar Plotting Aid (ARPA); Global Maritime Distress Safety System (GMDSS),9
2191,USSAV,Port of Savannah,James Jones,USSAV-DS-2008-2191,Deep Sea,Class I,Unlimited,16,Unlimited,Unlimited,TRUE,TRUE,TRUE,2008-03-20,2029-01-04,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; High-Speed Craft; Night Operations - All Vessels; Medical First Aid; Environmental Compliance,9
2192,USSAV,Port of Savannah,David Miller,USSAV-HP-2019-2192,Harbor,Class III,Class D,4,20000,200,FALSE,FALSE,FALSE,2019-09-21,2025-01-06,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; Chemical Tanker Handling; LPG Carrier Operations; Restricted Visibility Operations,7
2193,USSAV,Port of Savannah,Richard Davis,USSAV-CP-2004-2193,Canal,Senior,Class A,21,150000,366,TRUE,TRUE,TRUE,2004-11-14,2027-10-14,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Restricted Visibility Operations; Container Vessel (ULCV); Dangerous Goods Vessels; Passenger Vessel,12
2194,USSAV,Port of Savannah,Charles Jones,USSAV-HP-2016-2194,Harbor,Class I,Master Pilot,15,Unlimited,Unlimited,TRUE,TRUE,TRUE,2016-01-17,2026-07-26,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); VLCC/ULCC Handling; Offshore Support Vessels; Tug and Tow Operations; Ship Handling Simulator Training,10
2195,USSAV,Port of Savannah,Robert Miller,USSAV-RP-2003-2195,River,Class II,Class C,9,40000,250,TRUE,FALSE,FALSE,2003-11-08,2025-11-09,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; Heavy Weather Operations; VLCC/ULCC Handling; Environmental Compliance; Human Factors Training,9
2196,USSAV,Port of Savannah,Michael Anderson,USSAV-RP-2017-2196,River,Class I,Class A,18,150000,366,TRUE,TRUE,TRUE,2017-05-10,2028-04-05,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); STS Transfer Operations; Tug and Tow Operations; LNG Carrier Operations; Passenger Vessel; Automatic Radar Plotting Aid (ARPA),10
2197,USSAV,Port of Savannah,Joseph Wilson,USSAV-RP-2003-2197,River,Senior,Unlimited,34,Unlimited,Unlimited,TRUE,TRUE,TRUE,2003-06-05,2026-12-03,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Heavy Weather Operations; Emergency Response; Manned Model Training; Medical First Aid,9
2198,USSAV,Port of Savannah,Charles Jones,USSAV-DS-2007-2198,Deep Sea,Class III,Class D,3,20000,200,FALSE,FALSE,FALSE,2007-04-04,2029-07-11,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Tug and Tow Operations; Offshore Support Vessels,6
2199,USSAV,Port of Savannah,William Davis,USSAV-DS-1990-2199,Deep Sea,Class I,Unlimited,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,1990-02-11,2027-05-02,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; Offshore Support Vessels; STS Transfer Operations; Chemical Tanker Handling; Emergency Response,12
2200,USSAV,Port of Savannah,William Jones,USSAV-CP-2003-2200,Canal,Senior,Class A,10,150000,366,TRUE,TRUE,TRUE,2003-11-02,2030-09-27,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; Emergency Response; Cruise Ship Operations; Offshore Support Vessels; Bulk Carrier (Capesize),12
2201,USSAV,Port of Savannah,Joseph Wilson,USSAV-HP-2008-2201,Harbor,Junior,Class D,4,20000,200,FALSE,FALSE,FALSE,2008-11-25,2029-04-23,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; Ice Navigation,5
2202,USSAV,Port of Savannah,James Anderson,USSAV-CP-2001-2202,Canal,Class I,Unlimited,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,2001-02-22,2029-07-02,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; High-Speed Craft; Bulk Carrier (Capesize); Emergency Response; Automatic Radar Plotting Aid (ARPA),10
2203,USSAV,Port of Savannah,William Smith,USSAV-DS-1999-2203,Deep Sea,Class I,Class A,12,150000,366,TRUE,TRUE,TRUE,1999-02-14,2025-01-22,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); LPG Carrier Operations; Container Vessel (ULCV); Emergency Response; Environmental Compliance,10
2204,USSAV,Port of Savannah,William Smith,USSAV-DS-2003-2204,Deep Sea,Senior,Master Pilot,28,Unlimited,Unlimited,TRUE,TRUE,TRUE,2003-05-20,2028-09-27,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; Night Operations - All Vessels; Ice Navigation; Chemical Tanker Handling; Bulk Carrier (Capesize),12
2205,USSAV,Port of Savannah,Richard Jones,USSAV-HP-1994-2205,Harbor,Class II,Class B,12,75000,300,TRUE,FALSE,FALSE,1994-08-10,2025-03-23,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; STS Transfer Operations; Human Factors Training; Medical First Aid; ISPS Security Awareness,8
2206,USSAV,Port of Savannah,Charles Smith,USSAV-RP-2014-2206,River,Senior,Class A,22,150000,366,TRUE,TRUE,TRUE,2014-06-16,2025-02-23,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; LNG Carrier Operations; Tug and Tow Operations; Automatic Radar Plotting Aid (ARPA); Ship Handling Simulator Training,9
2207,USSAV,Port of Savannah,Michael Davis,USSAV-RP-2009-2207,River,Class II,Class B,12,75000,300,TRUE,FALSE,FALSE,2009-03-06,2027-09-02,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; Restricted Visibility Operations; Tug and Tow Operations; Emergency Response; Human Factors Training,10
2208,USSAV,Port of Savannah,John Jones,USSAV-DS-1998-2208,Deep Sea,Senior,Unlimited,19,Unlimited,Unlimited,TRUE,TRUE,TRUE,1998-07-23,2025-12-23,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; Passenger Vessel; Car Carrier/RoRo; Offshore Support Vessels; Environmental Compliance,10
2209,USSAV,Port of Savannah,William Jones,USSAV-CP-2008-2209,Canal,Senior,Unlimited,23,Unlimited,Unlimited,TRUE,TRUE,TRUE,2008-06-28,2025-02-18,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; LNG Carrier Operations; Emergency Response; Tug and Tow Operations; Offshore Support Vessels,12
2210,USSAV,Port of Savannah,Robert Brown,USSAV-DS-2022-2210,Deep Sea,Junior,Class C,2,40000,250,TRUE,FALSE,FALSE,2022-07-26,2027-07-03,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations,4
2211,USSAV,Port of Savannah,Joseph Johnson,USSAV-CP-1998-2211,Canal,Class I,Unlimited,16,Unlimited,Unlimited,TRUE,TRUE,TRUE,1998-01-06,2029-03-23,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Dangerous Goods Vessels; Offshore Support Vessels; ISPS Security Awareness; Global Maritime Distress Safety System (GMDSS),9
2212,USSAV,Port of Savannah,William Davis,USSAV-DS-1995-2212,Deep Sea,Class I,Unlimited,15,Unlimited,Unlimited,TRUE,TRUE,TRUE,1995-10-10,2029-03-28,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Ice Navigation; Tug and Tow Operations; LNG Carrier Operations; Night Operations - All Vessels,11
